,Unnamed: 0,plant_id,datetime_utc,datetime_local,cloud_cover,apparent_temperature,temperature,humidity,dew_point,wind_bearing,wind_speed,wind_chill,wind_gust,heat_index,pressure,qpf,uv_index,snow,pop,fctcode,ozone,precip_accumulation,precip_intensity,precip_probability,precip_type,visibility,sunrise,sunset,icon,summary,updated_at,power
283,283,1,2019-10-12 13:30:00,2019-10-12 19:00:00,0.0,30.68,31,0,15.61,39,2.0,,2.0,,1011.14,,0,,,,277.5,,0.0,0.0,,16.09,2019-10-12 00:57:52,2019-10-12 12:33:01,clear-night,Clear,2019-10-13 23:33:19,0.0
284,284,1,2019-10-12 14:30:00,2019-10-12 20:00:00,0.0,28.94,29,0,14.82,64,1.14,,1.53,,1011.42,,0,,,,277.3,,0.0,0.0,,16.09,2019-10-12 00:57:52,2019-10-12 12:33:01,clear-night,Clear,2019-10-13 23:33:19,0.0
285,285,1,2019-10-12 15:30:00,2019-10-12 21:00:00,0.0,27.78,28,0,14.72,95,1.05,,2.7,,1011.86,,0,,,,276.8,,0.0,0.0,,16.09,2019-10-12 00:57:52,2019-10-12 12:33:01,clear-night,Clear,2019-10-13 23:33:19,0.0
286,286,1,2019-10-12 16:30:00,2019-10-12 22:00:00,0.0,27.27,27,0,15.04,124,1.7,,5.35,,1012.27,,0,,,,275.7,,0.01,0.01,rain,16.09,2019-10-12 00:57:52,2019-10-12 12:33:01,clear-night,Clear,2019-10-13 23:33:19,0.0
287,287,1,2019-10-12 17:30:00,2019-10-12 23:00:00,0.0,26.51,26,1,15.34,136,2.44,,6.94,,1012.04,,0,,,,275.1,,0.0,0.0,,16.09,2019-10-12 00:57:52,2019-10-12 12:33:01,clear-night,Clear,2019-10-13 23:33:19,0.18
288,288,1,2019-10-12 18:30:00,2019-10-13 00:00:00,0.0,26.12,26,1,16.72,134,2.68,,6.82,,1011.69,,0,,,,275.3,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.08
289,289,1,2019-10-12 19:30:00,2019-10-13 01:00:00,0.0,25.42,25,1,16.97,115,2.44,,6.14,,1011.33,,0,,,,276.3,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.03
290,290,1,2019-10-12 20:30:00,2019-10-13 02:00:00,0.0,24.63,24,1,17.19,94,2.09,,5.15,,1011.0,,0,,,,277.4,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.0
291,291,1,2019-10-12 21:30:00,2019-10-13 03:00:00,0.0,23.54,23,1,17.3,96,1.95,,4.75,,1010.89,,0,,,,277.8,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.0
292,292,1,2019-10-12 22:30:00,2019-10-13 04:00:00,0.0,22.54,22,1,17.27,117,2.0,,4.89,,1010.87,,0,,,,277.6,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.0
293,293,1,2019-10-12 23:30:00,2019-10-13 05:00:00,0.0,22.52,22,1,17.08,165,2.12,,5.23,,1010.93,,0,,,,277.1,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.0
294,294,1,2019-10-13 00:30:00,2019-10-13 06:00:00,0.01,23.26,23,1,17.86,81,1.95,,4.36,,1011.44,,0,,,,277.1,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.0
295,295,1,2019-10-13 01:30:00,2019-10-13 07:00:00,0.05,23.91,24,1,18.75,24,1.66,,3.4,,1012.22,,0,,,,277.1,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,7.21
296,296,1,2019-10-13 02:30:00,2019-10-13 08:00:00,0.08,25.23,25,1,18.8,41,1.54,,3.48,,1012.78,,1,,,,277.0,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,14.22
297,297,1,2019-10-13 03:30:00,2019-10-13 09:00:00,0.09,28.06,27,1,18.39,50,1.35,,3.16,,1013.03,,3,,,,277.2,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,26.12
298,298,1,2019-10-13 04:30:00,2019-10-13 10:00:00,0.08,30.26,30,0,17.57,351,1.1,,2.57,,1013.21,,5,,,,277.5,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,37.27
299,299,1,2019-10-13 05:30:00,2019-10-13 11:00:00,0.06,32.31,32,0,16.62,305,0.94,,1.83,,1013.09,,7,,,,278.7,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,44.0
300,300,1,2019-10-13 06:30:00,2019-10-13 12:00:00,0.04,33.8,34,0,15.64,331,1.24,,1.6,,1012.61,,8,,,,279.6,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,46.35
301,301,1,2019-10-13 07:30:00,2019-10-13 13:00:00,0.02,34.82,35,0,14.18,3,2.08,,2.18,,1011.58,,7,,,,279.0,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,40.16
302,302,1,2019-10-13 08:30:00,2019-10-13 14:00:00,0.01,35.25,35,0,12.6,352,2.88,,2.89,,1010.58,,6,,,,278.5,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,39.83
303,303,1,2019-10-13 09:30:00,2019-10-13 15:00:00,0.0,35.39,35,0,11.57,336,3.23,,3.23,,1009.97,,4,,,,278.4,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,29.62
304,304,1,2019-10-13 10:30:00,2019-10-13 16:00:00,0.0,35.79,36,0,11.38,341,3.17,,3.17,,1009.41,,2,,,,278.8,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,15.52
305,305,1,2019-10-13 11:30:00,2019-10-13 17:00:00,0.0,35.35,35,0,11.5,350,2.98,,2.98,,1008.89,,0,,,,279.3,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-day,Clear,2019-10-14 23:33:04,0.53
306,306,1,2019-10-13 12:30:00,2019-10-13 18:00:00,0.09,33.47,33,0,13.2,4,2.9,,2.9,,1009.74,,0,,,,278.6,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,clear-night,Clear,2019-10-14 23:33:04,0.0
307,307,1,2019-10-13 13:30:00,2019-10-13 19:00:00,0.31,31.04,31,0,14.82,20,2.82,,3.54,,1010.87,,0,,,,277.5,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,partly-cloudy-night,Partly Cloudy,2019-10-14 23:33:04,0.0
308,308,1,2019-10-13 14:30:00,2019-10-13 20:00:00,0.52,29.23,29,0,14.41,33,2.68,,4.68,,1011.37,,0,,,,276.9,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,partly-cloudy-night,Mostly Cloudy,2019-10-14 23:33:04,0.0
309,309,1,2019-10-13 15:30:00,2019-10-13 21:00:00,0.58,27.94,28,0,14.35,48,2.57,,5.08,,1011.98,,0,,,,276.2,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,partly-cloudy-night,Mostly Cloudy,2019-10-14 23:33:04,0.0
310,310,1,2019-10-13 16:30:00,2019-10-13 22:00:00,0.52,27.25,27,0,14.53,63,2.45,,4.68,,1012.41,,0,,,,275.3,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,partly-cloudy-night,Mostly Cloudy,2019-10-14 23:33:04,0.0
311,311,1,2019-10-13 17:30:00,2019-10-13 23:00:00,0.42,26.38,26,0,14.44,74,2.3,,3.98,,1012.79,,0,,,,274.7,,0.0,0.0,,16.09,2019-10-13 00:58:27,2019-10-13 12:31:56,partly-cloudy-night,Partly Cloudy,2019-10-14 23:33:04,0.0
312,312,1,2019-10-13 18:30:00,2019-10-14 00:00:00,0.32,25.77,26,0,14.28,79,2.16,,3.59,,1012.37,,0,,,,274.3,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-night,Partly Cloudy,2019-10-15 23:35:13,0.0
313,313,1,2019-10-13 19:30:00,2019-10-14 01:00:00,0.21,25.15,25,1,14.46,81,2.07,,3.6,,1011.96,,0,,,,273.7,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-night,Partly Cloudy,2019-10-15 23:35:13,0.21
314,314,1,2019-10-13 20:30:00,2019-10-14 02:00:00,0.11,24.54,25,1,14.67,85,1.98,,3.59,,1011.38,,0,,,,273.2,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.09
315,315,1,2019-10-13 21:30:00,2019-10-14 03:00:00,0.11,23.71,24,1,14.9,102,1.85,,3.29,,1011.06,,0,,,,272.6,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.05
316,316,1,2019-10-13 22:30:00,2019-10-14 04:00:00,0.2,22.72,23,1,15.05,134,1.71,,2.67,,1011.35,,0,,,,272.2,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-night,Partly Cloudy,2019-10-15 23:35:13,0.0
317,317,1,2019-10-13 23:30:00,2019-10-14 05:00:00,0.31,22.75,23,1,15.57,145,1.3,,2.11,,1012.1,,0,,,,271.8,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-night,Partly Cloudy,2019-10-15 23:35:13,0.0
318,318,1,2019-10-14 00:30:00,2019-10-14 06:00:00,0.48,23.61,24,1,16.15,132,1.09,,2.14,,1012.73,,0,,,,271.8,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-night,Partly Cloudy,2019-10-15 23:35:13,0.02
319,319,1,2019-10-14 01:30:00,2019-10-14 07:00:00,0.73,24.33,24,1,16.47,128,1.43,,2.84,,1012.94,,0,,,,272.6,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-day,Mostly Cloudy,2019-10-15 23:35:13,5.41
320,320,1,2019-10-14 02:30:00,2019-10-14 08:00:00,0.94,25.67,26,1,16.75,121,1.77,,3.53,,1013.13,,1,,,,273.5,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,cloudy,Overcast,2019-10-15 23:35:13,10.78
321,321,1,2019-10-14 03:30:00,2019-10-14 09:00:00,1.0,28.06,28,1,16.52,122,1.9,,3.54,,1013.49,,2,,,,274.2,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,cloudy,Overcast,2019-10-15 23:35:13,21.15
322,322,1,2019-10-14 04:30:00,2019-10-14 10:00:00,0.94,30.12,30,0,15.87,131,1.83,,2.89,,1013.52,,3,,,,274.6,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,cloudy,Overcast,2019-10-15 23:35:13,31.26
323,323,1,2019-10-14 05:30:00,2019-10-14 11:00:00,0.8,32.49,32,0,15.37,124,1.71,,2.02,,1013.47,,5,,,,276.2,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-day,Mostly Cloudy,2019-10-15 23:35:13,37.18
324,324,1,2019-10-14 06:30:00,2019-10-14 12:00:00,0.61,34.01,34,0,14.76,92,1.76,,1.76,,1013.04,,6,,,,277.8,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-day,Mostly Cloudy,2019-10-15 23:35:13,40.21
325,325,1,2019-10-14 07:30:00,2019-10-14 13:00:00,0.34,34.94,35,0,13.62,46,2.01,,2.04,,1012.06,,6,,,,277.9,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,partly-cloudy-day,Partly Cloudy,2019-10-15 23:35:13,39.33
326,326,1,2019-10-14 08:30:00,2019-10-14 14:00:00,0.08,35.36,35,0,12.48,3,2.28,,2.41,,1011.04,,6,,,,277.9,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-day,Clear,2019-10-15 23:35:13,37.97
327,327,1,2019-10-14 09:30:00,2019-10-14 15:00:00,0.0,35.56,36,0,11.69,345,2.42,,2.58,,1010.31,,4,,,,277.8,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-day,Clear,2019-10-15 23:35:13,29.24
328,328,1,2019-10-14 10:30:00,2019-10-14 16:00:00,0.0,35.5,36,0,11.62,352,2.46,,2.6,,1009.86,,2,,,,277.5,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-day,Clear,2019-10-15 23:35:13,15.44
329,329,1,2019-10-14 11:30:00,2019-10-14 17:00:00,0.0,34.71,35,0,11.74,7,2.49,,2.65,,1009.61,,0,,,,277.2,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-day,Clear,2019-10-15 23:35:13,3.41
330,330,1,2019-10-14 12:30:00,2019-10-14 18:00:00,0.0,33.53,34,0,12.76,23,2.47,,2.61,,1010.19,,0,,,,276.3,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.0
331,331,1,2019-10-14 13:30:00,2019-10-14 19:00:00,0.0,31.71,32,0,13.74,37,2.54,,2.81,,1011.07,,0,,,,275.7,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.0
332,332,1,2019-10-14 14:30:00,2019-10-14 20:00:00,0.0,29.91,30,0,13.37,48,2.74,,3.4,,1011.5,,0,,,,276.0,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.0
333,333,1,2019-10-14 15:30:00,2019-10-14 21:00:00,0.0,28.54,29,0,13.5,62,2.9,,4.36,,1012.13,,0,,,,275.6,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.0
334,334,1,2019-10-14 16:30:00,2019-10-14 22:00:00,0.0,27.57,28,0,14.15,78,3.04,,5.75,,1012.36,,0,,,,274.8,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.0
335,335,1,2019-10-14 17:30:00,2019-10-14 23:00:00,0.0,26.69,27,0,14.78,94,3.2,,7.09,,1012.58,,0,,,,273.3,,0.0,0.0,,16.09,2019-10-14 00:59:03,2019-10-14 12:30:51,clear-night,Clear,2019-10-15 23:35:13,0.0
336,336,1,2019-10-14 18:30:00,2019-10-15 00:00:00,0.0,25.95,26,1,15.1,109,3.17,,7.34,,1012.76,,0,,,,272.3,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.09
337,337,1,2019-10-14 19:30:00,2019-10-15 01:00:00,0.0,25.32,25,1,15.29,126,2.84,,6.27,,1012.22,,0,,,,272.3,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.05
338,338,1,2019-10-14 20:30:00,2019-10-15 02:00:00,0.0,24.69,25,1,15.41,137,2.46,,4.99,,1011.59,,0,,,,272.5,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.03
339,339,1,2019-10-14 21:30:00,2019-10-15 03:00:00,0.0,23.8,24,1,15.46,125,2.2,,4.2,,1011.33,,0,,,,272.6,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
340,340,1,2019-10-14 22:30:00,2019-10-15 04:00:00,0.0,22.76,23,1,15.4,93,2.03,,3.87,,1011.37,,0,,,,272.5,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
341,341,1,2019-10-14 23:30:00,2019-10-15 05:00:00,0.0,22.1,22,1,15.38,52,1.9,,3.66,,1011.52,,0,,,,273.1,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
342,342,1,2019-10-15 00:30:00,2019-10-15 06:00:00,0.0,23.14,23,1,16.19,56,1.86,,3.44,,1011.96,,0,,,,273.2,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
343,343,1,2019-10-15 01:30:00,2019-10-15 07:00:00,0.0,24.61,24,1,17.17,94,1.97,,3.69,,1012.71,,0,,,,273.0,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,8.49
344,344,1,2019-10-15 02:30:00,2019-10-15 08:00:00,0.0,25.73,26,1,17.43,121,2.12,,4.23,,1013.38,,1,,,,273.4,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,16.6
345,345,1,2019-10-15 03:30:00,2019-10-15 09:00:00,0.0,28.27,28,1,17.03,155,2.1,,4.19,,1013.71,,3,,,,273.2,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,30.26
346,346,1,2019-10-15 04:30:00,2019-10-15 10:00:00,0.0,30.51,31,0,15.98,198,1.93,,3.61,,1013.8,,5,,,,272.4,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,39.46
347,347,1,2019-10-15 05:30:00,2019-10-15 11:00:00,0.0,33.25,33,0,14.79,225,1.77,,2.99,,1013.92,,7,,,,273.0,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,46.42
348,348,1,2019-10-15 06:30:00,2019-10-15 12:00:00,0.0,35.01,35,0,13.41,185,1.75,,2.41,,1013.55,,8,,,,274.2,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,48.1
349,349,1,2019-10-15 07:30:00,2019-10-15 13:00:00,0.0,35.85,36,0,11.56,94,1.85,,1.98,,1012.57,,7,,,,274.0,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,44.04
350,350,1,2019-10-15 08:30:00,2019-10-15 14:00:00,0.0,35.75,36,0,9.88,6,1.96,,1.96,,1011.71,,6,,,,274.0,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,39.51
351,351,1,2019-10-15 09:30:00,2019-10-15 15:00:00,0.0,35.43,35,0,8.79,321,2.02,,2.02,,1011.17,,4,,,,274.1,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,30.48
352,352,1,2019-10-15 10:30:00,2019-10-15 16:00:00,0.0,35.66,36,0,8.36,333,2.06,,2.14,,1010.98,,2,,,,274.5,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,15.81
353,353,1,2019-10-15 11:30:00,2019-10-15 17:00:00,0.0,35.19,35,0,8.2,1,2.07,,2.35,,1011.13,,0,,,,274.7,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-day,Clear,2019-10-16 23:32:39,3.01
354,354,1,2019-10-15 12:30:00,2019-10-15 18:00:00,0.0,33.89,34,0,9.86,33,2.16,,2.76,,1011.58,,0,,,,274.1,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
355,355,1,2019-10-15 13:30:00,2019-10-15 19:00:00,0.0,31.85,32,0,11.53,58,2.12,,3.16,,1011.95,,0,,,,273.1,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
356,356,1,2019-10-15 14:30:00,2019-10-15 20:00:00,0.0,29.77,30,0,11.36,66,1.94,,3.47,,1011.94,,0,,,,272.3,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
357,357,1,2019-10-15 15:30:00,2019-10-15 21:00:00,0.0,28.25,28,0,11.78,65,1.89,,4.28,,1011.98,,0,,,,271.6,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
358,358,1,2019-10-15 16:30:00,2019-10-15 22:00:00,0.0,27.2,27,0,12.72,37,1.95,,5.59,,1012.21,,0,,,,271.1,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.0
359,359,1,2019-10-15 17:30:00,2019-10-15 23:00:00,0.0,26.2,26,0,13.69,325,2.05,,6.83,,1012.45,,0,,,,270.5,,0.0,0.0,,16.09,2019-10-15 00:59:40,2019-10-15 12:29:47,clear-night,Clear,2019-10-16 23:32:39,0.11
360,360,1,2019-10-15 18:30:00,2019-10-16 00:00:00,0.0,25.34,25,0,13.88,347,2.14,,7.12,,1012.66,,0,,,,270.3,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.14
361,361,1,2019-10-15 19:30:00,2019-10-16 01:00:00,0.0,24.67,25,1,14.54,47,2.18,,6.37,,1012.37,,0,,,,270.5,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
362,362,1,2019-10-15 20:30:00,2019-10-16 02:00:00,0.0,23.95,24,1,15.0,69,2.21,,5.41,,1012.16,,0,,,,270.9,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
363,363,1,2019-10-15 21:30:00,2019-10-16 03:00:00,0.0,23.06,23,1,15.24,80,2.25,,4.79,,1012.11,,0,,,,271.7,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
364,364,1,2019-10-15 22:30:00,2019-10-16 04:00:00,0.0,22.29,22,1,15.18,87,2.34,,4.5,,1012.51,,0,,,,272.8,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
365,365,1,2019-10-15 23:30:00,2019-10-16 05:00:00,0.0,22.01,22,1,15.77,85,2.24,,3.95,,1013.26,,0,,,,274.3,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
366,366,1,2019-10-16 00:30:00,2019-10-16 06:00:00,0.0,22.73,23,1,16.57,130,2.04,,3.89,,1013.87,,0,,,,275.3,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
367,367,1,2019-10-16 01:30:00,2019-10-16 07:00:00,0.0,23.6,23,1,16.91,159,2.29,,4.86,,1014.18,,0,,,,275.4,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,9.85
368,368,1,2019-10-16 02:30:00,2019-10-16 08:00:00,0.0,24.79,25,1,17.02,127,2.75,,5.68,,1014.4,,1,,,,275.2,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,17.44
369,369,1,2019-10-16 03:30:00,2019-10-16 09:00:00,0.0,27.54,27,1,16.73,118,2.77,,5.38,,1014.68,,3,,,,275.1,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,30.07
370,370,1,2019-10-16 04:30:00,2019-10-16 10:00:00,0.0,30.07,30,0,16.24,131,2.46,,3.93,,1014.52,,5,,,,275.0,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,38.77
371,371,1,2019-10-16 05:30:00,2019-10-16 11:00:00,0.0,33.02,33,0,15.67,145,2.21,,2.63,,1014.19,,7,,,,275.6,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,44.49
372,372,1,2019-10-16 06:30:00,2019-10-16 12:00:00,0.0,34.98,35,0,14.85,125,2.12,,2.15,,1013.71,,8,,,,276.0,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,46.13
373,373,1,2019-10-16 07:30:00,2019-10-16 13:00:00,0.0,35.85,36,0,13.57,70,2.06,,2.06,,1012.65,,7,,,,275.3,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,42.7
374,374,1,2019-10-16 08:30:00,2019-10-16 14:00:00,0.0,35.75,36,0,12.27,16,2.02,,2.02,,1011.51,,6,,,,274.6,,0.01,0.01,rain,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,37.96
375,375,1,2019-10-16 09:30:00,2019-10-16 15:00:00,0.0,35.47,35,0,11.44,351,2.06,,2.06,,1010.81,,4,,,,274.5,,0.01,0.01,rain,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,28.93
376,376,1,2019-10-16 10:30:00,2019-10-16 16:00:00,0.0,35.73,36,0,11.25,0,2.19,,2.2,,1010.51,,2,,,,274.7,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,17.78
377,377,1,2019-10-16 11:30:00,2019-10-16 17:00:00,0.0,35.31,35,0,11.09,18,2.3,,2.33,,1010.11,,0,,,,275.0,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-day,Clear,2019-10-17 23:36:28,3.13
378,378,1,2019-10-16 12:30:00,2019-10-16 18:00:00,0.0,33.69,34,0,13.27,27,2.41,,3.09,,1010.56,,0,,,,274.0,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
379,379,1,2019-10-16 13:30:00,2019-10-16 19:00:00,0.0,31.43,31,0,15.34,33,2.52,,4.55,,1011.81,,0,,,,272.8,,0.0,0.0,,16.09,2019-10-16 01:00:16,2019-10-16 12:28:43,clear-night,Clear,2019-10-17 23:36:28,0.0
